OBJECTID,admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
204,Kohat,PK21101,NA,NA,NA,Kohat,PK211,Khyber Pakhtunkhwa,PK2,Pakistan,PK,1543536000000,1545091200000,NA
205,Kohlu,PK71702,NA,NA,NA,Kohlu,PK717,Balochistan,PK7,Pakistan,PK,1543536000000,1545091200000,NA
206,Kot Addu,PK62303,NA,NA,NA,Muzaffargarh,PK623,Punjab,PK6,Pakistan,PK,1543536000000,1545091200000,NA
207,Kot Diji,PK80905,NA,NA,NA,Khairpur,PK809,Sindh,PK8,Pakistan,PK,1543536000000,1545091200000,NA
208,Kot Ghulam Muhammad,PK81203,NA,NA,NA,Mirpur Khas,PK812,Sindh,PK8,Pakistan,PK,1543536000000,1545091200000,NA
209,Kot Momin,PK63202,NA,NA,NA,Sargodha,PK632,Punjab,PK6,Pakistan,PK,1543536000000,1545091200000,NA
210,Kotli Sattian,PK63004,NA,NA,NA,Rawalpindi,PK630,Punjab,PK6,Pakistan,PK,1543536000000,1545091200000,NA
211,Kotri,PK80601,NA,NA,NA,Jamshoro,PK806,Sindh,PK8,Pakistan,PK,1543536000000,1545091200000,NA
212,Kulachi,PK20703,NA,NA,NA,Dera Ismail Khan,PK207,Khyber Pakhtunkhwa,PK2,Pakistan,PK,1543536000000,1545091200000,NA
213,Kunri,PK82301,NA,NA,NA,Umerkot,PK823,Sindh,PK8,Pakistan,PK,1543536000000,1545091200000,NA
214,Kut Mandai,PK72801,NA,NA,NA,Sibi,PK728,Balochistan,PK7,Pakistan,PK,1543536000000,1545091200000,NA
215,Lachi,PK21102,NA,NA,NA,Kohat,PK211,Khyber Pakhtunkhwa,PK2,Pakistan,PK,1543536000000,1545091200000,NA
216,Ladha,PK23802,NA,NA,NA,South Waziristan,PK238,Khyber Pakhtunkhwa,PK2,Pakistan,PK,1543536000000,1545091200000,NA
217,Lahor,PK22101,NA,NA,NA,Swabi,PK221,Khyber Pakhtunkhwa,PK2,Pakistan,PK,1543536000000,1545091200000,NA
218,Lahore Cantt,PK61701,NA,NA,NA,Lahore,PK617,Punjab,PK6,Pakistan,PK,1543536000000,1545091200000,NA
219,Lahore City,PK61702,NA,NA,NA,Lahore,PK617,Punjab,PK6,Pakistan,PK,1543536000000,1545091200000,NA
220,Lakhi,PK81703,NA,NA,NA,Shikarpur,PK817,Sindh,PK8,Pakistan,PK,1543536000000,1545091200000,NA
221,Lakhra,PK71806,NA,NA,NA,Las Bela,PK718,Balochistan,PK7,Pakistan,PK,1543536000000,1545091200000,NA
222,Lakki Marwat,PK21301,NA,NA,NA,Lakki Marwat,PK213,Khyber Pakhtunkhwa,PK2,Pakistan,PK,1543536000000,1545091200000,NA
223,Landi Kotal,PK23303,NA,NA,NA,Khyber,PK233,Khyber Pakhtunkhwa,PK2,Pakistan,PK,1543536000000,1545091200000,NA
224,Larkana,PK81003,NA,NA,NA,Larkana,PK810,Sindh,PK8,Pakistan,PK,1543536000000,1545091200000,NA
225,Latifabad,PK80403,NA,NA,NA,Hyderabad,PK804,Sindh,PK8,Pakistan,PK,1543536000000,1545091200000,NA
226,Layyah,PK61803,NA,NA,NA,Layyah,PK618,Punjab,PK6,Pakistan,PK,1543536000000,1545091200000,NA
227,Lehri,PK73202,NA,NA,NA,Lehri,PK732,Balochistan,PK7,Pakistan,PK,1543536000000,1545091200000,NA
228,Liaquatpur,PK62802,NA,NA,NA,Rahim Yar Khan,PK628,Punjab,PK6,Pakistan,PK,1543536000000,1545091200000,NA
229,Liari,PK71807,NA,NA,NA,Las Bela,PK718,Balochistan,PK7,Pakistan,PK,1543536000000,1545091200000,NA
230,Lodhran,PK61903,NA,NA,NA,Lodhran,PK619,Punjab,PK6,Pakistan,PK,1543536000000,1545091200000,NA
231,Loi Band,PK71604,NA,NA,NA,Killa Saifullah,PK716,Balochistan,PK7,Pakistan,PK,1543536000000,1545091200000,NA
232,Loralai,PK71902,NA,NA,NA,Loralai,PK719,Balochistan,PK7,Pakistan,PK,1543536000000,1545091200000,NA
233,Lower Kurram,PK23402,NA,NA,NA,Kurram,PK234,Khyber Pakhtunkhwa,PK2,Pakistan,PK,1543536000000,1545091200000,NA
234,Lower Orakzai,PK23703,NA,NA,NA,Orakzai,PK237,Khyber Pakhtunkhwa,PK2,Pakistan,PK,1543536000000,1545091200000,NA
235,Mach,PK71102,NA,NA,NA,Kachhi,PK711,Balochistan,PK7,Pakistan,PK,1543536000000,1545091200000,NA
236,Mailsi,PK63602,NA,NA,NA,Vehari,PK636,Punjab,PK6,Pakistan,PK,1543536000000,1545091200000,NA
237,Makin,PK23803,NA,NA,NA,South Waziristan,PK238,Khyber Pakhtunkhwa,PK2,Pakistan,PK,1543536000000,1545091200000,NA
238,Malakwal,PK62001,NA,NA,NA,Mandi Bahauddin,PK620,Punjab,PK6,Pakistan,PK,1543536000000,1545091200000,NA
239,Malir,PK80701,NA,NA,NA,Karachi City,PK807,Sindh,PK8,Pakistan,PK,1543536000000,1545091200000,NA
240,Mamund,PK23204,NA,NA,NA,Bajaur,PK232,Khyber Pakhtunkhwa,PK2,Pakistan,PK,1543536000000,1545091200000,NA
241,Mand,PK71205,NA,NA,NA,Kech,PK712,Balochistan,PK7,Pakistan,PK,1543536000000,1545091200000,NA
242,Mandi Bahauddin,PK62002,NA,NA,NA,Mandi Bahauddin,PK620,Punjab,PK6,Pakistan,PK,1543536000000,1545091200000,NA
243,Manjhand,PK80604,NA,NA,NA,Jamshoro,PK806,Sindh,PK8,Pakistan,PK,1543536000000,1545091200000,NA
244,Mankera,PK60404,NA,NA,NA,Bhakkar,PK604,Punjab,PK6,Pakistan,PK,1543536000000,1545091200000,NA
245,Mansehra,PK21602,NA,NA,NA,Mansehra,PK216,Khyber Pakhtunkhwa,PK2,Pakistan,PK,1543536000000,1545091200000,NA
