OBJECTID,admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
167,Maip Muritaka Rural LLG,PG080307,NA,NA,NA,Lagaip/Pogera District,PG0803,Enga Province,PG08,Papua New Guinea,PG,1424736000000,1557273600000,NA
168,Makamaka Rural LLG,PG050101,NA,NA,NA,Alotau District,PG0501,Milne Bay Province,PG05,Papua New Guinea,PG,1424736000000,1557273600000,NA
169,Maprik/Wora Rural LLG,PG140312,NA,NA,NA,Maprik District,PG1403,East Sepik Province,PG14,Papua New Guinea,PG,1424736000000,1557273600000,NA
170,Maramatana Rural LLG,PG050104,NA,NA,NA,Alotau District,PG0501,Milne Bay Province,PG05,Papua New Guinea,PG,1424736000000,1557273600000,NA
171,Maramuni Rural LLG,PG080412,NA,NA,NA,Wabag District,PG0804,Enga Province,PG08,Papua New Guinea,PG,1424736000000,1557273600000,NA
172,Marienberg Rural LLG,PG140208,NA,NA,NA,Angoram District,PG1402,East Sepik Province,PG14,Papua New Guinea,PG,1424736000000,1557273600000,NA
173,Mawase Rural LLG,PG150205,NA,NA,NA,Nuku District,PG1502,West Sepik (Sandaun) Province,PG15,Papua New Guinea,PG,1424736000000,1557273600000,NA
174,Mekeo Kuni Rural LLG,PG030310,NA,NA,NA,Kairuku - Hiri District,PG0303,Central Province,PG03,Papua New Guinea,PG,1424736000000,1557273600000,NA
175,Melkoi Rural LLG,PG180312,NA,NA,NA,Pomio District,PG1803,East New Britain Province,PG18,Papua New Guinea,PG,1424736000000,1557273600000,NA
176,Mendi Urban LLG,PG070620,NA,NA,NA,Mendi/Munihu District,PG0706,Southern Highlands Province,PG07,Papua New Guinea,PG,1424736000000,1557273600000,NA
177,Mimanalo Rural LLG,PG110214,NA,NA,NA,Goroka District,PG1102,Eastern Highlands Province,PG11,Papua New Guinea,PG,1424736000000,1557273600000,NA
178,Mitnande Rural LLG,PG100514,NA,NA,NA,Kundiawa/Gembogl District,PG1005,Chimbu (Simbu) Province,PG10,Papua New Guinea,PG,1424736000000,1557273600000,NA
179,Morehead Rural LLG,PG010313,NA,NA,NA,South Fly District,PG0103,Western Province,PG01,Papua New Guinea,PG,1424736000000,1557273600000,NA
180,Morobe Rural LLG,PG120309,NA,NA,NA,Huon District,PG1203,Morobe Province,PG12,Papua New Guinea,PG,1424736000000,1557273600000,NA
181,Mosa Rural LLG,PG190210,NA,NA,NA,Talasea District,PG1902,West New Britain Province,PG19,Papua New Guinea,PG,1424736000000,1557273600000,NA
182,Mt Bosavi Rural LLG,PG070723,NA,NA,NA,Nipa/Kutubu District,PG0707,Southern Highlands Province,PG07,Papua New Guinea,PG,1424736000000,1557273600000,NA
183,Mt Digine Rural LLG,PG100206,NA,NA,NA,Gumine District,PG1002,Chimbu (Simbu) Province,PG10,Papua New Guinea,PG,1424736000000,1557273600000,NA
184,Mt Giluwe Rural LLG,PG090712,NA,NA,NA,Tambul/Nebilyer District,PG0907,Western Highlands Province,PG09,Papua New Guinea,PG,1424736000000,1557273600000,NA
185,Mt Hagen Rural LLG,PG090304,NA,NA,NA,Mt Hagen District,PG0903,Western Highlands Province,PG09,Papua New Guinea,PG,1424736000000,1557273600000,NA
186,Mt Hagen Urban LLG,PG090305,NA,NA,NA,Mt Hagen District,PG0903,Western Highlands Province,PG09,Papua New Guinea,PG,1424736000000,1557273600000,NA
187,Mt. Michael Rural LLG,PG110520,NA,NA,NA,Lufa District,PG1105,Eastern Highlands Province,PG11,Papua New Guinea,PG,1424736000000,1557273600000,NA
188,Mul Rural LLG,PG090508,NA,NA,NA,Mul/Baiyer District,PG0905,Western Highlands Province,PG09,Papua New Guinea,PG,1424736000000,1557273600000,NA
189,Mumeng Rural LLG,PG120101,NA,NA,NA,Bulolo District,PG1201,Morobe Province,PG12,Papua New Guinea,PG,1424736000000,1557273600000,NA
190,Murat Rural LLG,PG170101,NA,NA,NA,Kavieng District,PG1701,New Ireland Province,PG17,Papua New Guinea,PG,1424736000000,1557273600000,NA
191,Murua Rural LLG,PG050211,NA,NA,NA,Samarai-Murua District,PG0502,Milne Bay Province,PG05,Papua New Guinea,PG,1424736000000,1557273600000,NA
192,Nabak Rural LLG,PG120824,NA,NA,NA,Nawae District,PG1208,Morobe Province,PG12,Papua New Guinea,PG,1424736000000,1557273600000,NA
193,Naho Rawa Rural LLG,PG130411,NA,NA,NA,Rai Coast District,PG1304,Madang Province,PG13,Papua New Guinea,PG,1424736000000,1557273600000,NA
194,Nali Sopat/Penabu LLG,PG160108,NA,NA,NA,Manus District,PG1601,Manus Province,PG16,Papua New Guinea,PG,1424736000000,1557273600000,NA
195,Namatanai Rural LLG,PG170205,NA,NA,NA,Namatanai District,PG1702,New Ireland Province,PG17,Papua New Guinea,PG,1424736000000,1557273600000,NA
196,Namea Rural LLG,PG150308,NA,NA,NA,Telefomin District,PG1503,West Sepik (Sandaun) Province,PG15,Papua New Guinea,PG,1424736000000,1557273600000,NA
197,Nanima Kariba LLG,PG120734,NA,NA,NA,Menyamya District,PG1207,Morobe Province,PG12,Papua New Guinea,PG,1424736000000,1557273600000,NA
198,National Capital District,PG040101,NA,NA,NA,National Capital District,PG0401,National Capital District,PG04,Papua New Guinea,PG,1424736000000,1557273600000,NA
199,Nayudo Rural LLG,PG130418,NA,NA,NA,Rai Coast District,PG1304,Madang Province,PG13,Papua New Guinea,PG,1424736000000,1557273600000,NA
200,Nebilyer Rural LLG,PG090713,NA,NA,NA,Tambul/Nebilyer District,PG0907,Western Highlands Province,PG09,Papua New Guinea,PG,1424736000000,1557273600000,NA
201,Nembi Plateau Rural LLG,PG070724,NA,NA,NA,Nipa/Kutubu District,PG0707,Southern Highlands Province,PG07,Papua New Guinea,PG,1424736000000,1557273600000,NA
202,Niglkande Rural LLG,PG100515,NA,NA,NA,Kundiawa/Gembogl District,PG1005,Chimbu (Simbu) Province,PG10,Papua New Guinea,PG,1424736000000,1557273600000,NA
203,Nigoherm LLG,PG160102,NA,NA,NA,Manus District,PG1601,Manus Province,PG16,Papua New Guinea,PG,1424736000000,1557273600000,NA
204,Nimamar Rural LLG,PG170209,NA,NA,NA,Namatanai District,PG1702,New Ireland Province,PG17,Papua New Guinea,PG,1424736000000,1557273600000,NA
205,Ningerum Rural LLG,PG010208,NA,NA,NA,North Fly District,PG0102,Western Province,PG01,Papua New Guinea,PG,1424736000000,1557273600000,NA
206,Nipa Rural LLG,PG070725,NA,NA,NA,Nipa/Kutubu District,PG0707,Southern Highlands Province,PG07,Papua New Guinea,PG,1424736000000,1557273600000,NA
207,Nissan LLG,PG200105,NA,NA,NA,North Bougainville District,PG2001,Autonomous Region of Bougainville,PG20,Papua New Guinea,PG,1424736000000,1557273600000,NA
208,Nomad Rural LLG,PG010105,NA,NA,NA,Middle Fly District,PG0101,Western Province,PG01,Papua New Guinea,PG,1424736000000,1557273600000,NA
